Hybrid,Env,Win_YN,moisture,test_weight,root_lodging,stalk_lodging,plant_height,ear_height,silk,pollen,Rain_1,Rain_2,Rain_3,Rain_5,Rain_6,Rain_7,Rain_8,Rain_10,Rain_11,AccPrecip_1,AccPrecip_2,AccPrecip_3,AccPrecip_5,AccPrecip_6,AccPrecip_7,AccPrecip_8,AccPrecip_10,AccPrecip_11,Radn_1,Radn_2,Radn_3,Radn_5,Radn_6,Radn_7,Radn_8,Radn_10,Radn_11,MaxT_1,MaxT_2,MaxT_3,MaxT_5,MaxT_6,MaxT_7,MaxT_8,MaxT_10,MaxT_11,MinT_1,MinT_2,MinT_3,MinT_5,MinT_6,MinT_7,MinT_8,MinT_10,MinT_11,ThermalTime_1,ThermalTime_2,ThermalTime_3,ThermalTime_5,ThermalTime_6,ThermalTime_7,ThermalTime_8,ThermalTime_10,ThermalTime_11,TempStress_1,TempStress_2,TempStress_3,TempStress_5,TempStress_7,TempStress_8,TempStress_10,TempStress_11,latitude,longitude,year,field_location
B73/PHN82,SCH1_2018,N,15.55,731.1212129,0,2,171.5,93.5,60,63,5.509375073,3.372500002,5.775327928,7.728127661,4.71095229,3.130603142,3.123485158,2.01328566,5.79306447,176.3000023,26.98000002,97.60999952,245.6735731,5.415714213,31.8442854,83.93428482,10.53785687,179.5849986,18.64772365,19.28692877,21.1730546,18.16318131,18.84742333,19.2548603,19.994513,19.31783344,16.30139442,22.53906247,22.53374982,23.09020479,27.61870045,28.0654766,28.90856809,32.58479132,33.48333298,31.1168664,9.301562469,9.311250091,8.762400081,17.50665347,16.7615475,18.38295894,21.20797915,21.67128537,20.80767273,9.591191253,9.400074843,9.574505228,14.76793775,14.51962258,15.72381397,18.86169653,19.45105318,17.96288574,0.951841518,1,0.982626499,0.991514695,1,1,1,1,34.6223015,-82.7364835,2018,SCH1
CG60/LH162,WIH2_2017,Y,17.1,805.4561601,0,2,223,101.25,67.75,67.75,5.048709616,4.636666616,1.142383575,5.763857885,8.001590729,6.160048604,1.607776433,1.167726513,2.257555268,156.5099981,41.72999954,17.5799998,219.3963643,12.14409065,74.04090792,72.28863683,15.04409093,68.0204557,18.1690344,19.72049554,20.64727683,20.23287988,19.13163679,19.37493243,18.51401576,14.93340477,10.89478233,16.03129027,21.86555545,22.15746071,26.59689143,27.90045501,26.76799254,24.73062069,22.38533393,20.51274781,3.24419354,8.791111098,9.553497601,14.54337319,16.81037892,15.37831158,12.19271258,9.193202486,7.868866577,5.438218202,9.209131236,9.451203107,13.05708411,14.51682301,13.37610723,11.31306373,9.686333754,8.853113959,0.624158991,0.847976183,0.950288768,1,1,0.998699911,0.954544862,0.834596302,43.3246415,-89.33688775,2017,WIH2
F42/MO17,NCH1_2020,N,17.1,708.5954713,11.25,0.25,238.4375,110,65,64,3.811250031,6.583749771,1.870150701,7.593384547,0.8842857,2.636686467,3.330713381,6.121142871,7.323433169,121.960001,52.66999817,29.28357046,255.9407139,2.652857099,23.48571392,94.03142862,30.32857149,227.0264283,17.79310012,18.2030313,21.90311614,16.62410426,22.73441878,20.97653859,20.54309533,18.15988809,15.65141399,21.6678125,23.21999979,23.34870433,27.04964214,28.2173808,30.95634976,33.07043217,33.2972859,31.24656685,8.082812505,11.53125006,9.51933213,18.09668861,18.19142909,20.58560522,22.1124513,22.85800005,21.91055295,8.88590596,10.34544598,9.896418393,14.69404398,15.249625,17.76881847,19.50312724,19.99035698,18.5620876,0.935200903,1,0.995619773,1,1,1,1,1,35.30009892,-77.57131746,2020,NCH1
PHW52/PHN82,ONH2_2017,N,23.35,904.8912194,0,1.5,221.5,93,43,39.5,3.566774253,5.816000056,0.640467161,2.602850346,0.276190468,0.553043346,1.774150425,1.832219351,2.40528059,110.5700018,58.16000056,8.999047586,96.02571482,0.552380936,6.918571438,78.70857161,24.06619065,72.98142847,18.8542372,16.74867072,24.21291039,19.37094181,21.19715784,20.84705237,17.61151759,14.253685,9.927824707,15.7532257,18.68899984,23.40262829,26.34974997,26.59380949,26.86065013,24.57225317,22.91748616,20.00596815,5.764838726,10.96000004,12.03359118,16.18007827,16.63301581,15.91920336,13.14574071,11.27177775,10.10650586,6.141928302,8.38660306,10.68394655,13.52521671,13.7753985,13.64998718,11.58821465,10.41552723,9.107414304,0.598502303,0.966571423,1,1,1,0.999084662,0.956230826,0.8300025,42.45293025,-81.8827315,2017,ONH2
PHG39/PHN82,MNH1_2020,N,26.5,710.5262491,0,0,230,124,73,68,0.943005099,6.546073051,4.140359128,4.707487639,0.452236841,2.543512757,5.928901117,4.270615044,2.501087783,29.23315806,64.90105435,50.61684199,155.384737,0.714736844,28.61736839,219.2994748,34.34473765,76.93105461,20.83516212,15.73399946,19.74828467,20.97522671,19.78574355,20.20086134,18.41063051,15.8353279,12.84776632,15.708455,18.53155205,25.82840423,28.49526052,29.92499944,28.21992409,26.52185226,25.93987928,19.74067922,2.261239378,9.186207707,13.99244036,16.68286788,19.34447405,16.90528318,15.09377646,14.30914312,8.593217323,5.370680578,7.953384306,12.46596379,14.77865871,16.66236577,14.75116185,13.25288188,13.01752467,8.666130292,0.622613994,0.838417993,1,1,1,0.988450437,0.93066422,0.780758993,44.06907839,-93.53263028,2020,MNH1
B14A/H95,NEH2_2018,Y,15.35,764.5880289,0,2,291.5,115,65,64,1.223548393,0.707272736,4.763911635,2.422660693,9.359230876,1.187769238,2.22139935,1.060615372,2.655643509,37.93000019,7.780000091,61.58923048,72.52538565,18.71846175,11.03461544,72.02230704,6.795384554,82.07230774,19.8632896,17.86074517,17.24350838,22.63499015,18.62862352,21.21286184,19.62237806,18.45252819,16.56870138,17.6919355,17.47909086,23.04657186,30.81178887,30.82346183,31.15499996,29.41523597,30.138927,26.57117624,3.026129,6.979090886,13.86801705,18.31582591,19.94076905,19.05673485,17.52505525,17.69200753,12.69636803,6.275299993,6.965919572,11.10889174,16.66188215,17.38211544,17.1119836,15.61857368,16.09025205,12.68735507,0.68033411,0.762240243,1,1,1,0.996687975,0.997695055,0.910447978,41.38042275,-96.55988375,2018,NEH2
B37/OH43,ILH1_2019,Y,20.1,769.0931773,0,0,251,116.5,62,60.5,3.922903261,5.481666605,1.00366755,4.244691953,0.864761892,1.289377346,1.227411081,2.864647074,2.116070648,121.6100011,32.88999963,10.01785682,147.0385723,1.34571428,11.77428573,45.42428628,20.70571404,64.49999962,18.80145381,19.65322081,22.67392072,19.84274881,20.61125065,20.0231267,19.28032854,15.59344345,14.97056188,19.78774188,27.49499989,27.66771062,28.39175175,31.90428638,30.86753304,28.53869606,27.75133519,26.64299619,8.822580737,16.11666648,15.73801632,17.44140675,20.6435711,19.81749468,16.71837596,16.74759351,14.38373492,8.392897398,14.01107102,13.933587,15.08804109,18.28423173,17.40393302,14.78980986,14.45116262,13.1086535,0.871382484,1,1,1,1,1,1,0.979387755,40.0587105,-88.2298385,2019,ILH1
B73/PHZ51,OHH1_2017,N,19.15,731.7648055,0,2,229,110,65,64,4.401935447,12.29571451,4.299880116,6.252045262,18.36299991,4.892395558,3.195317293,3.431958172,3.794688752,136.4599988,86.0700016,53.63949916,223.8204996,40.86499989,50.26800107,124.097,30.99400014,115.4320013,19.0647902,19.03427505,21.00226491,20.15032754,19.69555429,18.89580098,18.69837911,16.0400155,13.85510684,20.47903239,25.43142836,25.24002704,27.25803818,28.09541678,28.73270468,26.30456447,24.69395371,24.25720733,8.011935501,13.44999967,12.59882409,15.91673102,16.75358336,18.39824095,14.97688189,13.11535887,11.81284403,8.407228033,12.106522,11.63721293,13.8931373,14.6377479,15.63224373,13.07252875,11.66012039,11.13333271,0.85352535,1,1,1,1,0.996926048,1,0.96495674,39.855785,-83.66477375,2017,OHH1
F42/H95,GAH2_2017,Y,17.7,731.1212129,0,2,229,110,65,64,5.215806507,2.59000005,0.877047008,6.976424555,36.66571527,11.68990473,2.766634194,6.717714339,5.237281131,161.6900017,18.13000035,10.98809533,219.4985743,69.630002,116.6428568,77.55666748,33.5885717,162.3557151,18.59375843,20.97986943,21.98193589,18.54567619,14.33990901,17.7663424,19.78523868,18.86354985,17.57616326,25.93516134,24.17571449,30.47339418,29.31252372,29.52904774,29.72980419,32.72601502,32.10511542,30.76784952,12.17225799,9.938571385,16.15324828,18.06353156,20.43476164,19.51114297,21.20992787,20.86352373,19.95543778,11.90954616,10.38538115,15.45655397,15.75249851,16.98190469,16.63412837,18.90169131,18.47155665,17.41241638,0.999631335,0.985714285,1,1,1,1,1,1,33.727145,-83.29821525,2017,GAH2
B14A/OH43,WIH1_2018,Y,19.3625,815.496205,0,2,253.5,112.75,67,65,1.609999989,7.097692302,4.543300024,5.384655594,12.90857152,6.684415526,1.835393967,1.490247701,3.282350194,49.90999967,92.26999992,56.1414287,188.537143,17.774286,73.52857079,76.14071582,18.50214262,100.642856,20.21844376,17.61529163,19.67186989,21.74517717,19.19342093,18.08513378,19.62003162,16.98075827,12.74863056,13.31193533,16.25923072,24.73561688,28.00164855,31.39095186,28.11097395,26.99453296,26.15077082,19.9357303,1.183225821,5.521538512,13.28283365,14.89542408,18.89249983,17.62870117,14.61713968,12.9208708,8.385953947,4.208379921,6.163069931,11.75441076,13.86262536,17.16453014,14.91796624,13.29691021,12.54059059,8.511099252,0.430714275,0.66777473,1,1,1,0.987929958,0.939058758,0.805939432,43.0544,-89.5317,2018,WIH1
PB80/PHZ51,SDH1_2015,N,21.45,677.7030257,0,3.5,183.5,95.5,73,68.5,1.890000034,2.68444448,2.847212523,0.928406021,1.08916667,1.213193166,1.12388612,3.994558873,0.570569385,58.59000105,24.16000032,33.86000057,31.14874977,1.720000006,12.77624983,39.02562428,27.90249949,17.65812508,21.16446504,23.3864585,24.03054242,23.94878495,21.74335716,21.42490048,20.60212775,16.27746828,15.18579983,19.04290341,22.5888888,27.20826416,30.46229654,29.54760476,31.86073879,31.47770382,29.48664523,24.89733582,4.208709664,8.468888919,11.69082143,14.25969647,14.29062517,16.06534098,14.02269822,14.11578116,6.942900096,6.807516906,9.210660666,12.27390437,14.67606113,14.18888263,15.81431879,15.00552731,14.17539039,9.834808296,0.77025346,0.983690483,1,1,1,0.983472358,0.961069402,0.950039755,44.208745,-102.928745,2015,SDH1
B73/TX779,GAH1_2020,N,20.63,734.9827686,0,2,202.5,92.5,68,68,4.279687563,0,6.08243138,3.811420537,2.267976227,2.530000055,3.98378478,1.741833346,2.910207357,136.950002,0,84.37571335,135.9278565,4.833571502,22.77000049,107.9378566,9.115000069,90.21642806,16.61263859,21.5972875,19.10636237,20.72286693,14.54687945,18.15584731,20.08605453,19.68634889,18.27781732,25.37343752,26.77166684,25.94144379,27.77824619,29.55357116,30.6518255,31.78195276,33.48178532,33.56322575,12.43875006,10.55666669,12.19035929,13.80720781,20.58059497,20.26111097,20.57386992,21.96838095,22.25456222,11.80508215,11.69113274,11.88989525,13.35432975,17.06708306,17.45646823,18.17996521,19.67032327,19.80166763,0.988537947,1,1,1,1,1,1,1,31.5079775,-83.558517,2020,GAH1
LH195/LH82,ARH2_2016,N,13.3,731.1212129,0,2,180,100.5,64,64,5.780937422,12.26500018,3.712120208,7.0222886,1.105000019,0.295568184,1.931287914,1.454696927,6.280835692,184.9899975,73.59000111,50.67409075,233.2059098,2.210000038,2.364545475,51.29727264,7.656817956,194.7059064,17.76457119,17.22719622,20.14058537,19.80644481,18.88262117,19.79738723,18.69440654,19.88854878,15.60714355,21.02781257,25.69833342,24.88224707,27.55747889,33.1628785,33.38017045,32.40728063,33.71248445,31.37684753,8.517187547,14.13833332,13.26693003,16.75834882,22.79151535,23.21522755,22.56353312,22.95024234,22.3752492,8.626308124,12.37618007,11.75818796,14.46644855,19.89189903,20.24263088,19.43024202,20.23735303,18.81126952,0.958649555,1,1,1,1,1,1,1,35.838614,-90.66530155,2016,ARH2
PHG80/PHZ51,IAH4_2017,N,17.7,731.1212129,0,2,229,110,65,64,3.054193612,4.63857133,5.654282844,2.356146022,0.145000003,0.823262634,3.029939984,2.506485397,3.022032747,94.68000197,32.46999931,92.55000019,79.81000018,0.290000005,7.931363713,110.0431818,17.65818187,91.79227275,19.60434628,22.37855189,18.81628808,21.46940114,22.42332305,21.26952374,19.1513695,15.94205759,15.34138578,17.83935482,25.21428544,21.76755785,28.88340452,30.88984893,30.99338411,28.30609907,26.26622464,25.93438806,4.952580655,10.13999993,10.24708413,15.02150207,17.47128796,18.07608078,15.80662465,13.87026602,12.51354651,6.575243948,10.82301274,9.649960621,14.3656457,16.22810104,16.57398155,14.36597852,12.57546566,12.06214068,0.727396317,1,0.910082199,1,1,1,1,0.987168831,41.99455432,-93.69030947,2017,IAH4
B14A/OH43,WIH1_2019,Y,26.1,686.0697297,0,0,240.835,120,77,76,3.104193578,4.990909143,3.989206625,5.063632664,7.174102343,5.657788874,3.979490855,4.117971668,7.043559998,96.23000091,54.90000057,56.46538491,184.9676922,7.656153606,56.9199983,170.6046141,43.34153838,211.8461548,19.32800511,20.47989629,21.14585761,19.94081469,20.4834897,19.00171798,17.70480678,14.70759561,11.13260624,14.4303226,19.6027272,23.71186264,26.54399323,29.1737175,29.51828996,25.99775321,22.10125555,19.22207941,3.044193574,6.375454621,11.90649765,15.02653282,17.46782019,18.4264638,14.78313726,11.24849031,9.42963116,4.974875238,7.497369644,10.75801096,13.26663909,15.42227287,16.03343447,12.80151602,10.12875121,8.730340077,0.520449311,0.882272729,0.994529143,0.999440504,1,0.998245342,0.92932789,0.792629622,43.060857,-89.494068,2019,WIH1
B73/MO17,TXH3_2019,Y,9.43,785.247352,0,0,211,89,70,69.5,1.71448275,0.072857141,3.656594302,9.095434564,0.409285716,1.207678571,5.355850783,1.246142852,1.574419343,49.71999974,0.50999999,52.00785631,328.2121388,0.592857139,9.661428571,146.4478573,6.531428533,47.51499965,15.42805705,20.52131135,18.76898834,18.57032559,21.42349659,18.85281525,20.14881361,21.03072751,19.84089234,18.45000007,25.76428577,24.43254944,27.27586732,31.09000002,32.37866099,32.72435205,34.04471448,34.98200776,6.826206914,10.35000004,10.67963154,14.78766739,18.65857179,21.85071427,21.02442735,21.79614282,22.6049739,7.457816468,11.1589152,10.85119479,13.46630403,16.91193677,19.11412105,18.84765314,19.77807102,20.01419559,0.749667494,1,0.945308164,1,1,1,1,0.999698925,30.546318,-96.4329965,2019,TXH3
B14A/H95,WIH1_2015,Y,35.5,747.2110283,0,10.5,266.5,145,65,64,4.730000059,9.059999784,2.430610682,6.190059866,3.242812514,1.739310909,2.563222068,2.582604527,2.064862235,151.3600019,54.3599987,32.30062549,198.0887501,6.485625029,21.11437514,113.2525011,35.42937557,62.48000012,19.32367544,22.19104989,23.8972515,19.04105101,21.62804324,20.72553659,16.09255797,13.7227876,9.595561915,19.95718755,28.15000025,26.05326099,28.85932006,29.07385437,26.51056077,24.82739399,20.18089026,14.51549808,8.517187543,15.30499983,11.82802944,17.48783518,16.48010375,14.49615378,12.31509137,8.581945626,2.680440183,8.558350873,13.98301754,11.81015597,15.26183828,14.95581898,12.98753542,11.68123469,8.628108428,5.087550731,0.777276777,1,1,1,1,0.929186389,0.833919484,0.505939954,43.05511725,-89.528525,2015,WIH1
TX714/PHZ51,MNH1_2015,Y,15.75,741.4186947,3,3.5,266,166,76.5,75.5,2.676451665,6.10285713,1.587216104,4.707726326,2.093823531,4.685775359,5.935015669,2.223261507,2.198788145,82.97000162,42.71999991,19.59000013,155.007059,3.965294123,52.23235247,227.0947085,20.90117698,67.40117758,19.81693462,15.87546921,21.62818458,20.65236193,17.21434565,21.12123323,17.7408483,14.5374504,12.06297535,17.43387093,22.63000025,27.28921799,28.46423671,28.36529418,28.07899716,26.14089523,24.73259507,17.90095705,4.567419307,13.73428563,14.30007362,16.89716897,18.65411764,16.19745995,14.75643511,13.57280729,6.634647692,6.2838161,10.87437977,13.26905608,14.87023808,15.64114514,14.35392043,12.99006372,12.46836687,7.55733068,0.722983866,1,1,1,1,0.977703003,0.878626049,0.721229646,44.07038575,-93.53519625,2015,MNH1
B73/PHN82,ARH2_2016,N,13.05,731.1212129,0,2,206.5,128.5,65,63.5,5.780937422,12.26500018,3.712120208,7.0222886,1.105000019,0.295568184,1.931287914,1.454696927,6.280835692,184.9899975,73.59000111,50.67409075,233.2059098,2.210000038,2.364545475,51.29727264,7.656817956,194.7059064,17.76457119,17.22719622,20.14058537,19.80644481,18.88262117,19.79738723,18.69440654,19.88854878,15.60714355,21.02781257,25.69833342,24.88224707,27.55747889,33.1628785,33.38017045,32.40728063,33.71248445,31.37684753,8.517187547,14.13833332,13.26693003,16.75834882,22.79151535,23.21522755,22.56353312,22.95024234,22.3752492,8.626308124,12.37618007,11.75818796,14.46644855,19.89189903,20.24263088,19.43024202,20.23735303,18.81126952,0.958649555,1,1,1,1,1,1,1,35.838614,-90.66530155,2016,ARH2
LH195/PHN37,ONH1_2017,Y,30.2,634.5823203,0,2,252.5,115,79.5,79,4.42290319,4.904999876,1.545173221,3.420435244,1.695375006,2.594700004,1.855534774,1.54565171,2.383111348,137.1099989,49.04999876,23.52600009,140.8034994,5.378000009,36.46150006,95.23350107,29.85300009,72.44250006,18.65662235,17.08545341,23.10813164,20.12586768,18.11232318,19.44819915,16.33652997,11.62209215,7.957733996,13.94322577,18.20700026,22.35689536,24.80045755,25.17183321,25.2296929,22.79396283,22.13957367,13.29532023,3.578387066,9.706999969,10.10387851,14.12185296,14.82349991,13.63261195,10.3904862,9.847475595,3.166289439,4.958212412,8.025894563,9.659097931,11.97096233,12.35740613,11.98311106,9.953455995,10.0654016,5.273375752,0.439723498,0.877642858,1,1,1,0.972410901,0.840292505,0.515578473,43.49546,-80.42596875,2017,ONH1
B37/H95,GAH1_2018,N,15.655,806.0997527,0,1.5,212.5,102.5,63,60.5,4.231249915,1.934999943,5.575464231,3.801027214,1.067857163,3.256190501,3.932246866,3.816857059,2.685023025,135.3999973,11.60999966,76.79571342,135.0185695,1.516428607,29.30571451,107.1921429,19.08428529,83.23571379,16.89130574,18.83037901,19.9789379,20.32622599,17.16636637,17.47509449,19.98058203,18.77657547,18.35496912,25.6268748,28.56500022,25.46428012,27.96417186,30.5753573,30.54857133,31.9994497,33.07128549,33.68336431,12.70062498,14.46999963,11.35988473,14.27301998,20.47928579,20.42444427,20.68398901,21.82542842,22.30905548,11.99291119,13.91639365,11.33534042,13.63652225,17.52732154,17.4865078,18.33967815,19.36985553,19.8838857,0.988973219,1,1,1,1,1,1,1,31.50582525,-83.55515025,2018,GAH1
TX777/LH195,DEH1_2020,N,31.6125,660.9696176,0,5.125,246.875,138.75,71.25,70.375,3.884838689,2.918749928,0.484801506,3.712682555,3.963928495,10.54878945,3.680508849,4.08975176,5.319973187,120.4299994,23.34999943,5.74999997,113.1935704,6.565714155,94.92928366,102.5935729,23.16642891,164.6128593,19.34389959,17.33862388,21.23126246,20.37262205,20.84469896,18.13380163,16.82964191,15.50064315,15.14081803,17.43483888,21.1624999,25.02143811,29.01024665,32.25440507,31.30417669,31.95048154,29.3682824,28.21514964,6.792903194,12.85250008,15.40184434,18.86790491,21.28607132,21.93053571,22.84339264,21.06525136,19.30786859,6.86665098,10.04482466,12.64072343,16.02028347,18.72161765,18.60397455,19.32804006,17.22313801,15.91003144,0.79362904,0.982098209,1,1,1,1,1,1,38.628981,-75.46566025,2020,DEH1
WF9/H95,MIH1_2017,Y,17.7,731.1212129,0,2,229,110,65,64,2.651290334,1.642500043,0.365195355,3.685889798,0.022982455,0.462972321,1.745768067,1.924198947,6.215848807,82.19000036,13.14000034,4.417894763,131.6678931,0.068947365,5.871578781,77.40789432,25.15789459,187.919471,20.75480046,19.52619267,24.47429891,19.89055103,21.94334328,22.12060477,17.47908742,14.76431364,9.641321864,18.99677434,22.1187501,26.44652255,27.49693157,27.7329823,27.82492569,25.37386911,24.10071042,20.63989867,5.961290348,11.91874993,11.36318641,16.0503933,16.08877179,14.96255052,12.27657104,9.93890341,8.936309075,7.303217139,10.01258026,11.86785018,14.06113521,14.11607898,13.75096176,11.67659513,10.59348898,9.148775778,0.770126733,1,1,1,1,0.999072621,0.949278334,0.816440377,42.68116575,-84.49434125,2017,MIH1
PHB47/PHZ51,ILH1_2015,Y,12.25,728.5468424,0,0,255,117.5,68.5,67.5,4.343437491,1.296153843,7.654899739,5.34311295,3.674999952,2.467291633,4.647268051,0.712819956,1.951907909,138.9899997,16.84999996,99.86750055,177.342501,7.349999905,22.2056247,144.0256246,5.039375113,60.06187434,19.4076893,20.21820178,17.58012378,22.59231729,17.35775694,20.12242863,18.79551315,20.37165926,16.80998738,15.69375022,16.27615364,23.81483975,28.77428317,30.28249967,31.91701372,28.65899596,28.4854072,27.09877011,2.916875011,4.602307732,13.93389792,16.26044709,20.47749984,20.41381959,17.79543547,15.77196732,14.62672175,5.339800043,5.921635642,11.53105666,14.7484369,17.37999976,18.17178164,15.31569586,14.44648847,13.36421336,0.599162964,0.636840646,1,1,1,1,1,0.99828125,40.05982425,-88.23397575,2015,ILH1
F42/OH43,ARH1_2017,N,13.5,763.3008437,0,2,233.65,123.8,71,65,3.058125025,3.532857077,9.871688678,6.405160528,0.516363615,5.988171668,5.119232493,3.102318153,5.34158356,97.86000079,24.72999954,132.0327285,211.6218184,0.569545432,54.36818138,136.8913653,16.08272713,165.5890903,17.13974981,16.55343887,20.38424011,18.76225527,22.81364793,19.06964508,19.53553475,19.77193111,17.12972935,24.60906261,23.96000045,24.77057006,28.06605652,30.35469691,31.5146664,31.30577636,32.78459133,30.91587993,11.9175,14.17857156,11.8445801,17.60850246,18.97249995,21.30615642,21.39979275,22.50533316,21.62237538,11.1639709,11.77578055,11.22655186,14.97537354,16.74359516,18.41041141,18.33049426,19.54768126,18.22457608,1,1,1,1,1,1,1,1,34.7272515,-90.76032575,2017,ARH1
CG44/CGR01,ARH1_2016,N,16.3,791.6189189,1,4,158.5,100.5,64,62,12.62656226,6.052222146,7.859593922,4.411032368,3.769999921,0.095833332,1.834913509,2.950363528,2.931715563,404.0499923,54.46999931,101.1431819,160.496816,7.539999843,0.824999988,46.86636396,14.75181764,90.88318244,16.40757677,14.40289243,17.41332625,19.31399891,17.48165414,22.15918181,19.7781726,18.25208951,17.22596404,20.37124979,20.08666674,25.25253507,26.30445415,29.50681779,32.27019592,33.22074717,33.17606868,32.75999986,8.53968759,10.04999993,14.84655054,15.67568893,20.10318184,20.90335237,23.01320039,23.46584116,23.35664232,8.376579132,8.623890092,12.4075181,13.38568101,16.80499981,18.57005087,20.09384313,20.24603027,19.89808151,0.932198657,0.999841266,1,1,1,1,1,1,34.72952,-90.7603555,2016,ARH1
TX714/PHZ51,INH1_2016,N,18.9,696.3672116,3.5,6,279,147,65,64.5,3.034516148,1.382857186,3.106568823,3.966270256,3.500454469,6.752636371,3.451172643,3.198528118,3.024422797,94.07000059,9.680000305,31.26000059,138.8759105,3.500454469,67.52636371,113.8927274,21.6654544,92.62590972,17.63328649,23.97511796,20.66441577,20.1236558,19.9706746,19.39149484,18.14527656,15.98533716,14.62820237,18.74516109,26.31142807,27.84898846,28.12893417,28.20272714,29.14504538,29.16779001,27.95564941,27.07739093,7.950322636,11.69428553,16.31817922,16.10606538,16.8522731,18.34872752,18.58889605,17.50284626,15.03841012,7.677100472,11.91689015,14.24288378,14.4184555,14.68521604,15.7994256,15.9329094,14.92238151,13.51734692,0.852649763,1,1,1,1,1,1,0.996102814,40.4787595,-86.98982,2016,INH1
PHG80/PHZ51,SDH1_2015,N,22.05,658.3952472,0,1.5,182,93,74.5,74,1.890000034,2.68444448,2.847212523,0.928406021,1.08916667,1.213193166,1.12388612,3.994558873,0.570569385,58.59000105,24.16000032,33.86000057,31.14874977,1.720000006,12.77624983,39.02562428,27.90249949,17.65812508,21.16446504,23.3864585,24.03054242,23.94878495,21.74335716,21.42490048,20.60212775,16.27746828,15.18579983,19.04290341,22.5888888,27.20826416,30.46229654,29.54760476,31.86073879,31.47770382,29.48664523,24.89733582,4.208709664,8.468888919,11.69082143,14.25969647,14.29062517,16.06534098,14.02269822,14.11578116,6.942900096,6.807516906,9.210660666,12.27390437,14.67606113,14.18888263,15.81431879,15.00552731,14.17539039,9.834808296,0.77025346,0.983690483,1,1,1,0.983472358,0.961069402,0.950039755,44.208745,-102.928745,2015,SDH1
F42/H95,ONH2_2019,N,38.25,666.2470771,6,30.5,286,149,60,57.5,3.148749955,1.707142813,2.884788786,4.447732757,0.559615387,2.381315681,1.591062148,2.963873616,2.693056068,100.7599986,11.94999969,28.24076917,155.5976948,1.398461539,27.51692318,83.67846091,41.8892306,82.50307587,19.66548085,22.32332843,21.1459014,19.53903082,19.21471346,16.24443645,13.80926932,11.15414419,7.415876262,21.25437486,24.3300002,28.12065395,27.65940311,26.58807711,26.0777262,22.19925608,19.8977064,9.549499144,11.33624993,14.43999985,17.94791472,17.45486711,16.31807709,16.95925516,13.13253797,10.95349597,1.834706344,9.515816833,11.92539607,15.12217856,14.69848405,13.62366511,13.69445237,10.64536319,9.344594814,3.453371008,0.985803572,1,1,1,1,0.93986372,0.838029257,0.289255913,42.45221275,-81.881844,2019,ONH2
CG60/LH162,ARH2_2016,Y,17.7,731.1212129,0,2,162,104,56.5,55,5.780937422,12.26500018,3.712120208,7.0222886,1.105000019,0.295568184,1.931287914,1.454696927,6.280835692,184.9899975,73.59000111,50.67409075,233.2059098,2.210000038,2.364545475,51.29727264,7.656817956,194.7059064,17.76457119,17.22719622,20.14058537,19.80644481,18.88262117,19.79738723,18.69440654,19.88854878,15.60714355,21.02781257,25.69833342,24.88224707,27.55747889,33.1628785,33.38017045,32.40728063,33.71248445,31.37684753,8.517187547,14.13833332,13.26693003,16.75834882,22.79151535,23.21522755,22.56353312,22.95024234,22.3752492,8.626308124,12.37618007,11.75818796,14.46644855,19.89189903,20.24263088,19.43024202,20.23735303,18.81126952,0.958649555,1,1,1,1,1,1,1,35.838614,-90.66530155,2016,ARH2
PHW52/PHN82,COH1_2017,N,30.45,598.0584393,0,9.125,220.125,90.5,76.25,74.5,3.393124943,0,0.001708684,0.360843908,0.891428554,3.560382097,1.42287895,1.565670675,1.770870451,108.5799982,0,0.02904762,12.29476177,1.600476163,43.78523833,56.48285717,21.02523811,53.20285701,22.26802993,25.65694836,25.9931063,24.2875628,21.26982858,19.37652668,19.65631787,15.92591012,11.99136935,20.38624986,26.27857154,29.00990249,30.95750085,32.84396765,29.24597739,27.87075516,24.49812031,17.64004964,4.676250031,9.955714362,11.44166305,13.33492254,15.64190474,14.2894836,11.55992968,8.650869984,2.505724526,7.387813889,11.22152513,12.97827389,14.53136664,16.23032426,14.11586508,12.58015619,10.40568176,6.007000116,0.859799101,1,1,1,1,0.978368119,0.882220332,0.653649732,40.64850025,-104.9997825,2017,COH1
TX714/PHZ51,GAH2_2016,N,13.2,731.1212129,0,2,237,189,58,53.5,1.486129045,0,7.316392826,2.079782856,1.718421064,1.264671045,2.43256314,4.61773679,3.235456168,46.07000041,0,60.50999928,55.97210474,3.436842128,10.11736836,67.31736801,23.15894711,100.2847377,20.21189387,22.87583466,19.10112302,21.34036575,17.85876091,19.83818451,18.50479945,15.9975398,17.29687983,27.80677426,30.50400009,32.06010812,34.2138269,34.93842035,34.86282896,34.62455114,33.33373696,32.80003392,13.8351613,16.55600014,19.35906305,20.32019684,22.9621054,21.76434208,22.04984942,22.29670187,20.14649938,13.32566871,15.60302283,17.72531793,18.78372546,20.36638125,19.89190838,19.9091667,19.70080105,18.42340329,1,1,1,1,1,1,1,1,33.717295,-83.3110275,2016,GAH2
